12,160,158.5055
13,180,186.039
14,190,194.148
15,20,22.2265
16,50,50.305
17,80,58.3755
18,80,86.1915
19,20,24.27
20,50,52.3485
21,410,390.419
22,220,218.658
23,20,26.0695
24,50,54.331
25,80,62.493
26,110,110.5795
27,30,28.658
28,50,56.161
29,80,64.262
30,110,112.3485
31,30,30.427
32,60,58.5055
33,80,66.58
34,110,114.6665
35,360,362.7145
36,170,170.793
37,80,68.898
38,120,116.9195
39,30,35.002
40,390,393.0805
42,10,9.2375
41,410,401.155
43,40,37.316
44,60,65.3985
45,300,293.473
46,120,121.5555
47,40,39.634
48,70,67.7125
49,80,75.791
50,340,343.904
51,150,151.9825
52,70,70.061
53,80,78.1395
54,120,126.222
55,40,44.331
56,70,72.4095
57,80,80.488
58,20,18.5665
59,40,46.222
61,80,82.4095
62,130,130.488
63,50,48.5665
64,70,76.2525
65,80,84.27
66,20,22.3485
67,50,50.427
68,80,58.4975
69,80,86.1915
70,20,24.27
71,50,52.3485
72,80,60.419
73,110,108.5055
74,20,26.1
75,50,54.1785
76,190,172.2795
77,110,110.366
78,30,28.3835
79,50,56.2525
80,80,64.323
81,330,332.379
82,250,250.488
83,60,58.5665
84,80,66.641
85,110,114.7275
86,30,32.806
87,390,390.8845
88,190,178.959
89,10,7.0415
90,30,35.124
91,60,63.1415
92,80,71.216
93,10,9.2985
94,260,257.377
95,60,65.4595
96,80,73.534
97,120,121.6165
98,40,39.695
99,70,67.7735
100,80,75.852
101,120,123.9345
102,40,42.0435
103,70,70.122
104,80,78.2005
105,10,16.161
106,40,44.2395
107,70,72.318
108,80,80.3965
109,20,18.475
110,40,46.222
111,180,184.331
112,80,82.4095
113,20,20.488
114,50,48.5665
115,70,76.222
116,80,84.331
117,240,242.4095
118,50,50.427
119,80,58.4975
120,80,86.1915
121,20,24.27
122,50,52.3485
123,80,60.419
124,440,438.5055
125,240,246.222
126,50,54.3005
127,80,62.371
128,110,110.4575
129,30,28.5665
130,50,56.222
131,80,64.323
132,110,112.4095
133,30,30.488
134,60,58.5665
135,80,66.641
136,220,224.7275
137,30,32.7755
138,170,170.854
139,80,68.959
140,10,7.0415
141,30,35.124
