4,50,41.3685
5,310,309.634
6,20,17.7125
7,30,35.795
8,50,43.8695
9,90,91.952
10,10,10.0305
11,40,38.109
12,170,166.1875
13,90,94.27
14,10,12.3485
15,160,160.427
16,50,48.5055
17,210,216.1915
18,10,14.3005
19,40,42.379
20,50,50.4575
21,110,108.536
22,20,26.222
23,150,154.331
24,60,62.4095
25,100,100.488
26,140,138.5665
27,40,46.222
28,50,54.331
29,210,212.4095
30,20,20.488
31,60,38.5585
32,50,56.222
33,100,104.3005
34,20,22.379
35,50,30.4495
36,80,78.5055
37,110,116.222
38,20,24.3005
39,50,32.371
40,80,80.4575
41,220,218.536
42,30,36.0695
43,50,34.14
44,80,82.135
45,10,10.305
46,150,148.3835
47,50,36.458
48,80,84.5445
49,110,112.623
50,30,30.7015
51,50,38.776
52,90,86.8585
53,10,15.002
54,30,33.0805
55,50,41.155
56,90,89.2375
57,10,7.316
58,30,35.3985
59,160,153.4425
60,100,101.5555
61,10,9.634
62,40,37.7125
63,50,45.791
64,90,93.8735
65,10,11.952
66,40,40.0305
67,50,48.0785
68,90,96.1305
69,20,24.209
70,40,42.2875
71,50,50.366
72,100,98.4445
73,10,16.161
74,40,44.27
75,50,52.3485
76,100,100.427
77,20,18.5055
78,40,46.222
79,50,54.3005
80,100,102.379
81,20,20.4575
82,50,28.528
83,50,56.1915
84,100,104.331
85,20,22.4095
86,50,30.48
87,90,88.5665
88,220,226.2525
89,20,24.331
90,60,42.371
91,80,80.488
92,110,108.5665
93,20,26.2525
94,50,34.323
95,80,82.4095
96,10,10.488
97,30,28.5665
98,50,36.6105
99,80,84.697
100,10,12.7755
101,30,30.854
102,50,38.9285
103,90,87.011
104,10,15.307
105,30,33.3855
106,50,41.46
107,90,89.5425
108,10,7.621
109,30,35.7035
110,50,43.778
111,90,91.8605
112,130,129.939
113,40,38.0175
114,50,46.096
115,90,94.209
116,10,12.318
117,40,40.3965
118,170,168.4445
119,90,96.161
120,10,14.2395
121,40,42.318
122,390,390.3965
123,210,208.475
124,10,16.2525
125,40,44.331
126,50,52.4095
127,110,110.488
128,20,18.5665
129,40,46.222
130,50,54.3005
131,100,102.379
132,20,20.4575
133,50,28.528
134,50,56.1915
135,100,104.1175
136,20,22.379
137,50,30.4495
138,80,78.536
139,100,106.222
140,20,24.3005
141,50,32.371
142,80,80.4575
143,10,8.536
144,20,26.0695
145,50,34.1705
146,80,82.318
147,10,10.3965
148,40,38.475
149,50,36.5495
150,90,94.636
151,10,12.7145
