11,20,18.475
12,40,26.6715
13,70,74.758
14,30,33.111
15,20,21.1895
16,40,29.264
17,10,7.3465
18,10,15.307
19,20,23.3855
20,40,31.46
21,10,9.5425
22,10,7.621
23,20,25.7035
24,40,33.778
25,10,11.8605
26,10,9.939
27,30,28.0175
28,40,36.0655
29,10,14.2395
30,10,12.318
31,30,30.366
32,40,38.475
33,100,106.2525
34,10,14.331
35,30,32.4095
36,40,40.488
37,10,8.536
38,10,16.222
39,30,34.3005
40,40,42.379
41,10,10.4575
42,10,8.536
43,30,36.161
44,40,44.2395
45,10,12.318
46,10,10.244
47,40,18.4975
48,40,46.222
50,20,22.379
51,40,20.4495
52,70,68.536
53,10,16.2525
54,10,14.331
55,40,22.4015
56,70,70.488
57,10,8.5665
58,10,16.1
59,40,24.1705
60,70,72.257
61,10,10.3965
62,20,18.475
63,40,26.5495
64,70,74.6055
65,10,12.7145
66,20,20.793
67,40,28.8675
68,110,106.95
69,10,15.002
70,50,53.0805
71,40,31.155
72,80,79.2375
73,10,7.316
74,20,25.3985
75,40,33.473
76,10,11.5555
77,30,29.878
78,40,37.987
79,40,36.0655
80,10,14.148
81,10,12.2265
82,30,30.305
83,40,38.3835
84,80,86.2525
85,10,14.331
86,30,32.4095
87,40,40.488
88,10,8.5665
89,40,46.2525
90,30,34.331
91,70,72.4095
92,10,10.549
93,10,8.6275
94,30,36.283
95,50,54.3615
96,10,12.4095
97,10,10.488
98,40,18.589
99,40,46.2525
100,10,14.331
101,40,42.4095
102,40,20.4495
103,70,68.536
104,10,16.2525
105,10,14.331
106,40,22.4015
107,70,70.488
108,20,18.5665
109,10,16.2525
110,40,24.323
111,70,72.4095
112,10,10.488
113,30,28.5665
114,40,26.641
115,70,74.7275
116,10,12.806
117,20,20.8845
118,40,28.959
119,10,7.0415
120,10,15.3375
121,20,23.416
122,40,31.4905
123,10,9.6035
124,10,7.7125
125,20,25.795
126,40,33.8695
127,10,11.952
128,10,10.0305
129,60,58.109
130,40,36.1875
131,100,104.2395
132,10,12.3485
133,30,30.3965
134,40,38.475
135,10,16.2525
136,10,14.331
137,30,32.4095
138,40,40.488
139,10,8.5665
140,10,16.2525
141,40,44.331
142,40,42.4095
143,10,10.488
143,100,100.488
144,10,8.5665
145,50,56.1
146,40,44.1785
147,100,102.257
148,10,10.3355
149,40,18.406
150,40,46.222
151,10,14.3005
152,10,12.379
153,40,20.5105
154,70,68.5665
155,10,16.283
156,10,14.3615
157,40,22.432
158,70,70.488
159,10,8.597
160,10,16.283
161,40,24.3535
162,70,72.4095
163,10,10.488
164,20,18.5665
165,40,26.641
166,80,84.7275
167,10,12.806
168,20,20.8845
169,40,28.959
170,10,7.0415
171,10,15.3375
172,20,23.416
173,40,31.4905
174,90,89.573
175,10,7.6515
176,20,25.734
177,40,33.8085
178,10,11.891
179,10,9.939
180,30,28.048
181,40,36.1265
182,10,14.209
183,30,32.257
184,50,50.427
185,40,38.475
186,10,16.283
187,10,14.3615
188,30,32.44
189,40,40.5185
190,10,8.5665
191,10,16.283
192,30,34.331
193,40,42.44
194,20,20.488
195,10,8.5665
196,30,36.2525
197,40,44.331
198,10,12.4095
199,10,10.488
200,50,28.5585
201,40,46.222
202,10,14.3005
203,10,12.379
204,40,20.4495
205,70,68.536
206,10,16.222
207,10,14.331
208,40,22.4015
209,70,70.488
210,30,28.536
211,10,16.1305
212,40,24.4145
213,70,72.501
214,10,10.549
215,20,18.719
216,40,26.7935
217,70,74.8495
218,10,13.172
219,50,51.2505
220,40,29.2945
221,80,77.4075
222,140,145.368
223,20,23.4465
224,40,31.4905
225,10,9.573
226,10,7.6515
227,20,25.734
228,40,33.8085
229,10,11.891
230,10,9.9695
231,30,28.048
232,40,36.1265
233,10,14.209
234,10,12.2875
235,30,30.366
236,40,38.4445
