33,30,14.1705
34,70,72.44
35,10,10.4575
36,10,8.536
37,30,16.6105
38,80,84.697
39,90,93.0805
40,10,11.1895
41,30,19.264
42,10,7.3465
43,10,15.307
44,10,13.3855
45,30,21.46
46,10,9.5425
47,40,37.621
48,10,15.7035
49,30,23.778
50,10,11.8605
51,10,9.939
52,30,28.0175
53,30,26.096
54,10,14.1785
55,10,12.257
56,20,20.366
57,30,28.4445
58,10,16.2525
59,10,14.331
60,20,22.4095
61,30,30.488
62,10,8.536
63,10,16.2525
64,20,24.331
65,30,32.4095
66,10,10.427
67,10,8.5055
68,20,26.1305
69,30,34.209
70,10,12.2875
71,40,40.3355
72,30,8.4365
73,30,36.1915
74,10,14.27
75,10,12.3485
76,30,10.419
77,60,58.5055
78,10,16.222
79,20,24.3005
80,30,12.371
81,60,60.4575
82,10,8.536
83,40,46.222
84,30,14.2925
85,60,62.379
86,10,10.4575
87,30,28.536
88,30,16.641
89,60,64.7275
90,10,12.806
91,10,10.8845
92,30,18.9285
93,10,7.0415
94,30,35.307
95,10,13.416
96,30,21.4905
97,70,69.4815
98,10,7.56
99,10,15.673
100,30,23.717
101,10,11.83
102,10,9.9085
103,20,17.987
104,30,26.0655
105,10,14.148
106,10,12.2265
107,20,20.305
108,30,28.3835
109,10,16.222
110,10,14.3005
111,20,22.379
112,30,30.4575
113,10,8.536
114,10,16.222
115,20,24.3005
116,30,32.379
117,10,10.4575
118,10,8.536
119,20,26.1
120,30,34.1785
121,10,12.2875
122,10,10.366
123,30,8.4365
124,30,36.222
125,20,24.27
126,10,12.3485
127,30,10.4495
128,60,58.5055
129,10,16.222
130,10,14.3005
131,40,22.371
132,60,60.427
133,10,8.353
134,40,46.222
135,30,14.323
136,60,62.4095
137,30,30.488
138,10,8.5665
139,40,26.641
140,60,64.7275
141,10,12.806
142,10,10.8845
143,30,18.959
144,10,7.0415
145,10,15.3375
146,10,13.4465
147,30,21.521
148,90,89.573
149,10,7.682
150,40,45.7645
151,30,23.839
152,10,11.891
153,10,10.0
154,20,18.0785
155,30,26.157
156,10,14.2395
157,10,12.318
158,20,20.3965
159,30,28.414
160,10,16.2525
161,20,24.3005
162,40,42.4095
163,30,30.488
164,10,8.5665
165,10,16.2525
166,20,24.3005
167,30,32.4095
168,10,10.488
169,10,8.5665
170,20,26.2525
171,30,34.331
172,10,12.4095
173,10,10.488
174,30,8.5585
175,40,46.222
176,90,94.3005
177,10,12.4095
178,30,10.48
179,60,58.5665
180,10,16.283
181,10,14.3615
182,30,12.432
183,60,60.5185
184,10,8.597
185,10,16.283
186,50,34.3535
187,60,62.4095
188,10,10.488
189,10,8.597
190,60,46.58
191,60,64.697
192,120,122.745
193,10,10.854
194,30,18.9285
195,10,7.011
196,10,15.3375
197,10,13.416
198,30,21.46
199,10,9.5425
200,10,7.6515
